zip,latitude,longitude,INCNUM
46254,39.8381121,-86.24415350000001,34144
46217,39.6640918,-86.1965891,4277
46227,39.6481273,-86.1056486,4291
46254,39.824438,-86.15844419999999,4440
46278,39.8661339,-86.2502861,4469
46221,39.7260408,-86.234653,4483
46219,39.7812395,-86.1158738,4612
46218,39.8216891,-86.0945869,26380
46204,39.7663047,-86.15932389999999,31593
46219,39.7614615,-86.06552549999999,4613
46229,39.7760205,-85.981853,4637
46201,39.772712,-86.08984199999999,12362
46225,39.7633,-86.158569,4811
46208,39.8090346,-86.1692747,29671
46201,39.76762919999999,-86.13096279999999,40931
46202,39.77685779999999,-86.15890499999999,5266
46225,39.751631,-86.1643453,4257
46227,39.6478973,-86.1132094,5154
46234,39.7644077,-86.2936478,156
46205,39.82527049999999,-86.1520749,23634
46222,39.7771281,-86.21614389999999,4669
46208,39.8176186,-86.1806374,4706
46214,39.8164698,-86.256023,5089
46208,39.8138682,-86.1599745,5109
46225,39.751631,-86.1643453,4258
46201,39.78263310000001,-86.09860640000001,32079
46227,39.6789586,-86.13265659999999,4280
46254,39.8247878,-86.25204749999999,5203
46203,39.7514944,-86.1022575,5155
46226,39.811553,-86.02883709999999,38257
46204,39.7663047,-86.15932389999999,5291
46234,39.777547,-86.295011,5361
46222,39.77687050000001,-86.2073621,19887
46204,39.7670131,-86.1937247,4762
46201,39.7801079,-86.0943238,19555
46221,39.7584038,-86.1924221,4293
46254,39.8283895,-86.236538,22423
46224,39.8159506,-86.249647,35019
46250,39.9028562,-86.04654719999999,4294
46225,39.7631191,-86.1577606,4355
46220,39.8681034,-86.1444704,4370
46217,39.6984175,-86.1846442,4399
46218,39.79475,-86.1115782,4511
46218,39.8031075,-86.1237756,19886
46107,39.7288444,-86.06088609999999,4605
46219,39.7985164,-86.0576921,41251
46225,39.7516599,-86.1624538,38398
46225,39.7628951,-86.1582689,21560
46231,39.7415384,-86.3228798,4272
46231,39.7415384,-86.3228798,4273
46204,39.7696757,-86.1563536,4408
46201,39.7801079,-86.0943238,19546
46228,39.8404244,-86.18997259999999,4497
46222,39.7717855,-86.20296189999999,4269
46228,39.8404244,-86.18997259999999,4498
46218,39.8206031,-86.079909,4520
46227,39.7124547,-86.12854399999999,5128
46214,39.8173187,-86.2545437,4778
46201,39.7711186,-86.1011877,14336
46203,39.7440493,-86.13484749999999,4636
46225,39.7631402,-86.1596764,4709
46226,39.8186832,-86.0839993,4394
46222,39.7869132,-86.21743529999999,4448
46201,39.7740054,-86.1305087,4588
46201,39.7798741,-86.11722739999999,5812
46241,39.7522672,-86.250877,4783
46222,39.7931456,-86.2052156,11640
46241,39.759782,-86.2382839,5441
46201,39.7720926,-86.1009751,6191
46226,39.8165593,-86.06508749999999,4640
46218,39.80581919999999,-86.1111008,5720
46225,39.763425,-86.157719,5783
46203,39.7520068,-86.1267903,5877
46202,39.784982,-86.17927000000002,5112
46229,39.8125603,-85.9872857,5152
46201,39.7710972,-86.10216489999999,5162
46222,39.7824971,-86.20515510000001,5299
46201,39.781626,-86.1162545,14582
46204,39.8091981,-86.0057597,36925
46226,39.8236586,-86.03427789999999,4295
46237,39.7618151,-86.06528660000001,5508
46225,39.7640625,-86.157788299999993,5305
46235,39.8324486,-86.0311682,30527
