lon,lat,OBJECTID,INCNUM,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,DISPOSITION,FULL_ADD,UOF_FORCE_TYPE,UOF_REASON,SERVICE_TYPE,CIT_ARRESTED,CITCHARGE_TYPE,CIT_WEAPON_TYPE,CIT_INJURED,CIT_HOSPITAL,OFF_INJURED,OFF_HOSPITAL,CITNUM,RACE,SEX,CIT_AGE,CIT_COND_TYPE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,OFF_COND_TYPE
-86.1275468,39.8089222,23027,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,3285,White,Male,31,2,Unreported
-86.1050927,39.772196,23024,20370,2017-04-14,14:25:00:000,Operations division,East district,ED MIDDLE SHIFT,UNREPORTED,In compliance,"3602 E New York Street, Indianapolis, IN",Physical-take down,Fleeing,Traffic Stop,Yes,Possession of Paraphernalia,Unreported,No,No,No,No,11946,Black,Male,31,No injuries noted or visible,3316,White,Male,27,1,No injuries noted or visible
-86.1275468,39.8089222,23025,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,3285,White,Male,31,2,Unreported
-86.1275468,39.8089222,23026,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,3285,White,Male,31,2,Unreported
-86.1275468,39.8089222,23028,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,3285,White,Male,31,2,Unreported
-86.1275468,39.8089222,23029,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,3285,White,Male,31,2,Unreported
-86.1275468,39.8089222,23030,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,3285,White,Male,31,2,Unreported
-86.1275468,39.8089222,23031,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,3285,White,Male,31,2,Unreported
-86.1275468,39.8089222,23032,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,3285,White,Male,31,2,Unreported
-86.1275468,39.8089222,23033,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-take down,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23034,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-elbow strike,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23035,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-take down,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23036,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-elbow strike,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23037,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-take down,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23041,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-knee strike,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,3035,White,Male,31,7,Unreported
-86.1275468,39.8089222,23038,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-elbow strike,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23039,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-take down,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23040,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-elbow strike,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,2893,White,Male,38,7,Laceration
-86.1275468,39.8089222,23042,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-knee strike,Resisting Arrest,Arrest,Yes,Dealing Cocaine,Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,3035,White,Male,31,7,Unreported
-86.1275468,39.8089222,23043,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-knee strike,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Minor bleeding,3035,White,Male,31,7,Unreported
-86.1275468,39.8089222,23044,20373,2017-04-12,19:50:00:000,Operations division,East district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"2900 N Manlove Avenue, Indianapolis, IN",Physical-knee strike,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,Yes,No,11947,Black,Male,27,Complaint of pain,3035,White,Male,31,7,Unreported
-86.1958447,39.7677187,23045,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Possession of Marijuana/Hash (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23046,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of Marijuana/Hash (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23047,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Possession of a Handgun (F),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23048,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of a Handgun (F),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23049,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Possession of Methamphetamine,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23050,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of Methamphetamine,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23051,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Stolen Vehicle,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23055,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Possession of Paraphernalia,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23052,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Stolen Vehicle,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23053,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Physical-fist strike,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23054,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23056,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of Paraphernalia,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3246,White,Male,34,2,Unreported
-86.1958447,39.7677187,23057,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of Marijuana/Hash (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23058,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-cs/oc,Resisting Arrest,Arrest,Yes,Possession of Marijuana/Hash (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23059,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of a Handgun (F),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23060,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-cs/oc,Resisting Arrest,Arrest,Yes,Possession of a Handgun (F),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23061,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of Methamphetamine,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23062,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-cs/oc,Resisting Arrest,Arrest,Yes,Possession of Methamphetamine,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23063,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Stolen Vehicle,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23064,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-cs/oc,Resisting Arrest,Arrest,Yes,Stolen Vehicle,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23065,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.19140560000001,39.7454316,23069,20376,2017-04-16,Unreported,Operations division,Southwest district,SW LATE SHIFT,UNREPORTED,In compliance,"1749   Miller Street, Indianapolis, IN",Physical-kick,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,No,No,11950,Black,Female,16,Minor scrapes,3416,White,Male,36,1,No injuries noted or visible
-86.1958447,39.7677187,23066,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-cs/oc,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23067,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-taser,Resisting Arrest,Arrest,Yes,Possession of Paraphernalia,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.1958447,39.7677187,23068,20374,2017-04-15,13:50:00:000,Operations division,Southwest district,NEIGHBORHOOD IMPACT,FLEX TEAM,In compliance,"100 N Traub Avenue, Indianapolis, IN",Less lethal-cs/oc,Resisting Arrest,Arrest,Yes,Possession of Paraphernalia,Unreported,Yes,No,No,No,11948,White,Male,38,Complaint of pain,3001,White,Male,30,7,Unreported
-86.19140560000001,39.7454316,23070,20376,2017-04-16,Unreported,Operations division,Southwest district,SW LATE SHIFT,UNREPORTED,In compliance,"1749   Miller Street, Indianapolis, IN",Physical-kick,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,No,No,11950,Black,Female,16,Scratch,3416,White,Male,36,1,No injuries noted or visible
-86.19140560000001,39.7454316,23071,20376,2017-04-16,Unreported,Operations division,Southwest district,SW LATE SHIFT,UNREPORTED,In compliance,"1749   Miller Street, Indianapolis, IN",Physical-weight leverage,Resisting Arrest,Arrest,Yes,Resisting Law Enforcement (M),Unreported,Yes,Yes,No,No,11950,Black,Female,16,Minor scrapes,1959,White,Male,45,13,Unreported
