zip,latitude,longitude,INCNUM
46226,39.8243394,-86.0441171,37102
46235,39.8334677,-85.990667,24077
46201,39.7895534,-86.1273906,18607
46221,39.6886051,-86.2113033,18584
46107,39.7074106,-86.1118563,18653
46225,39.7640344,-86.1587622,20024
46204,39.7679599,-86.15296219999999,19018
46201,39.780069,-86.10319400000002,19102
46254,39.8381121,-86.24415350000001,18349
46225,39.7333845,-86.15212369999999,36844
46219,39.7714158,-86.0802697,36915
46225,39.7607642,-86.167763,36980
46203,39.7344144,-86.0644902,17293
46222,39.7709445,-86.1935507,18532
46226,39.8183097,-86.0646336,20778
46218,39.8180307,-86.1345815,18919
46220,39.8475287,-86.1452849,19001
46201,39.7752249,-86.0976163,19307
46203,39.7523719,-86.13067459999999,23487
46231,39.7490598,-86.3246039,40017
46237,39.6903871,-86.0768809,36200
46227,39.7018338,-86.16178699999999,18238
46222,39.7753269,-86.19663039999999,36233
46201,39.7604966,-86.0870759,37312
46220,39.8423789,-86.12749,37429
46234,39.8533988,-86.23371,19173
46203,39.7575472,-86.11549169999999,22079
46254,39.827087,-86.27038,37637
46201,39.7680566,-86.12584369999999,37613
46224,39.7651914,-86.2601711,37835
46254,39.8323092,-86.2745786,19166
46201,39.7676732,-86.13152680000002,37465
46224,39.8184498,-86.2744239,37198
46220,39.8526889,-86.14280459999999,37431
46219,39.797871,-86.0629739,37470
46254,39.827087,-86.27038,37992
46221,39.71584860000001,-86.2164651,37705
46203,39.7480679,-86.1242549,37774
46229,39.7959338,-86.07339069999999,19249
46201,39.7695875,-86.08368809999999,34707
46268,39.8856802,-86.2289039,19332
46228,39.8612411,-86.20111709999999,19347
46203,39.7516629,-86.1220408,19431
46229,39.7974296,-85.9911455,20933
46218,39.81844,-86.1050928,19443
46226,39.8201952,-86.0836161,19475
46228,39.8661458,-86.22414309999999,19148
46203,39.722839,-86.14757159999999,19194
46205-1550,39.8544411,-86.1215435,37101
46225,39.7395599,-86.15706630000001,37436
46214,39.8203138,-86.2886556,37476
46227,39.7148291,-86.14675670000001,37475
46203,39.7249046,-86.1286275,37531
46201,39.7780913,-86.092694,37709
46229,39.7886092,-86.0420455,19203
46219,39.7969166,-86.0544206,19265
