zip,latitude,longitude,INCNUM
46231,39.758473,-86.29217899999999,31334
46234,39.7920751,-86.3132114,31366
46208,39.8034435,-86.1677758,31369
46241,39.7537172,-86.23841139999999,27565
46228,39.8483251,-86.1923794,15607
46201,39.7743906,-86.1082361,15615
46201,39.7718932,-86.12109559999999,15659
46201,39.7815824,-86.10103389999999,15744
46237,39.6639741,-86.09377099999999,15755
46254,39.8259723,-86.2281259,31386
46268,39.9123688,-86.2241473,31348
46205,39.8254424,-86.124595,15450
46204,39.7660322,-86.15597970000002,15529
46241,39.7419343,-86.2471075,15718
46203,39.7328553,-86.126503,12586
46220,39.8699081,-86.1432378,15747
46203,39.7237392,-86.11416419999999,15784
46218,39.817647,-86.10428759999999,30699
46208,39.8084658,-86.1776331,30892
46241,39.7211089,-86.2386931,15644
46203,39.7273274,-86.1373926,19164
46201,39.7775281,-86.1132959,15779
46202,39.775523,-86.1541326,31510
46229,39.8088566,-85.9853827,31519
46219,39.773466,-86.05114139999999,31707
46256,39.8838666,-86.0656236,31623
46256,39.9247278,-86.0133917,17830
46201,39.777231,-86.0923789,15388
46202,39.76846099999999,-86.13362099999999,31332
46268,39.8972861,-86.2377995,12551
46201,39.7866057,-86.1110783,12597
46218,39.7871615,-86.09848699999999,12728
46201,39.7687624,-86.1105688,31423
46229,39.80011500000001,-85.99533799999999,31762
46220,39.8534386,-86.12396989999999,31607
46235,39.8211307,-86.0031077,15422
46224,39.797067,-86.271874,31686
46268,39.9250244,-86.23054470000001,31894
46224,39.77849,-86.26331429999999,31987
46225,39.762954,-86.15771099999999,31675
46268,39.8843699,-86.205074,31725
46201,39.7600618,-86.0883779,31741
46208,39.8085348,-86.18952759999999,31765
46268,39.9148803,-86.2249412,31830
46225,39.762954,-86.15771099999999,32072
46240,39.913936,-86.1095302,32163
46203,39.7501138,-86.14021749999999,32164
46241,39.7417621,-86.2144799,34086
46224,39.8189948,-86.2656348,31425
46268,39.8741864,-86.2413409,31388
46222,39.7595315,-86.2061906,31569
46204,39.7722586,-86.15347530000001,12041
46220,39.8692061,-86.14573960000001,15636
46222,39.7771711,-86.2243259,12610
46201,39.7773868,-86.0897165,31575
46205,39.8254424,-86.124595,31632
46222,39.7747188,-86.2175007,15853
46205,39.8284489,-86.1046152,32101
46208,39.8082952,-86.17297099999999,32159
46241,39.72502009999999,-86.24840209999999,31803
46241,39.7366087,-86.263385,31892
46202,39.791041,-86.17929250000002,31922
46226,39.8213929,-86.0448342,31924
46205,39.8315721,-86.1045319,31965
46226,39.8240446,-86.0196031,32045
46229,39.7816128,-85.9804051,32104
46204,39.7641547,-86.1574438,32108
46204,39.7689624,-86.15709269999999,20522
46218,39.7950003,-86.11751579999999,15785
46201,39.7779536,-86.11329649999999,16269
46221,39.7492655,-86.1892974,19652
46226,39.824985,-86.052131,31893
46240,39.8872885,-86.11887829999999,15879
46201,39.7651408,-86.1047047,15961
46219,39.8022421,-86.0623696,32181
46225,39.7651971,-86.16046960000001,32222
46260,39.9216425,-86.19692739999999,6698
46254,39.8300278,-86.26974,6810
46254,39.8327412,-86.26828239999999,6922
46229,39.7741939,-85.9952927,6861
46201,39.781626,-86.1162545,6867
46225,39.7640344,-86.1587622,6951
46225,39.765681,-86.1599769,6982
46218,39.8252072,-86.080678699999993,6988
46235,39.8334677,-85.990667,22680
46227,39.6604628,-86.1417865,7061
46218,39.80883559999999,-86.1058025,40177
46226,39.8085696,-86.04439599999999,6659
46227,39.6629461,-86.1129707,6776
46205,39.8159182,-86.1527656,6815
46226,39.8282305,-86.0137391,6957
46227,39.68842480000001,-86.1311888,4491
46241,39.7504654,-86.25915409999999,4692
46225,39.7471777,-86.15647659999999,4714
46222,39.7753069,-86.21044189999999,6026
46205,39.81215820000001,-86.1460996,6106
46254,39.850206,-86.240393,6161
46220,39.86564310000001,-86.1193557,7283
46268,39.8822251,-86.2408932,5563
46203,39.7620416,-86.08298719999999,32320
46227,39.7436109,-86.14003269999999,5292
46254,39.8237034,-86.2589247,5300
Postcode Not Found,NA,NA,6344
46225,39.7631219,-86.15844969999999,6344
46218,39.77374409999999,-86.1162428,6180
46142:46227,39.6491789,-86.1211512,22178
46208,39.8268981,-86.163035,7027
46201,39.776696,-86.122874,21223
46254,39.8605398,-86.24249309999999,9600
46241,39.7318003,-86.23251660000001,7158
46204,39.7654617,-86.1548878,5017
46268,39.8728244,-86.2439151,5048
46222,39.7828036,-86.2010973,5095
46260,39.9057457,-86.17882159999999,5593
46208,39.8086317,-86.17266719999999,5757
46220:46240,39.8723196,-86.1220797,5085
46220,39.8626107,-86.1340042,5295
46221,39.7564685,-86.1838681,5332
46221,39.71228199999999,-86.2401903,5592
46217,39.64834880000001,-86.1705862,5363
46226,39.8030272,-86.00973839999999,5379
46219,39.796712,-86.05059039999999,5589
46205,39.8330312,-86.12806909999999,12232
46202,39.7902959,-86.1447379,5599
46218,39.7730506,-86.1162329,5697
46254,39.858695,-86.239677,4906
46220:46240,39.8777062,-86.1578502,5716
46241,39.7266694,-86.2301612,5472
46201,39.7825382,-86.11511689999999,4887
46227,39.70535,-86.15164999999999,4988
46224,39.8192829,-86.2605648,5116
46222,39.7704821,-86.199553,20302
46217,39.6659991,-86.1823691,5298
46235,39.82727800000001,-86.007767,5216
46208,39.8051638,-86.1854987,5337
46203,39.752432,-86.123553,5362
46225,39.7363579,-86.1391934,5365
46208,39.8076849,-86.1593982,40436
46225,39.7640344,-86.1587622,5098
46254,39.8381121,-86.24415350000001,23855
46239,39.719732,-85.9877757,5459
46203,39.7489303,-86.0968156,5481
46222,39.783585,-86.207037,5644
46222,39.7740683,-86.19138579999999,5169
46204,39.768403,-86.158068,5130
46208,39.8194117,-86.1579752,5692
46222,39.7820082,-86.21359970000002,6891
46201,39.7671478,-86.1162499,5766
46226,39.8402389,-86.061719,5816
46214,39.8065571,-86.2846216,37454
46214,39.7651084,-86.2727345,38040
46241,39.749743,-86.252324,5772
46222,39.7747648,-86.22159580000002,5785
46241,39.7569617,-86.24063919999999,5293
46221,39.7487892,-86.18817059999999,5444
46226,39.817967,-86.0973329,5516
46221,39.7152783,-86.23422959999999,11142
46226,39.8243394,-86.0441171,5788
46229,39.7792699,-85.9813269,5129
46240,39.9236215,-86.1404367,6667
46222,39.7644452,-86.21425390000002,5815
46240,39.8872885,-86.11887829999999,5984
46222,39.79818789999999,-86.2122196,6140
46201,39.7793081,-86.0907263,6176
46219,39.79690919999999,-86.0206979,6187
46254,39.8232887,-86.2493295,40020
46226,39.8251222,-86.0511004,18552
46203,39.7443711,-86.0903282,5204
46201,39.7720706,-86.0881789,5212
46220,39.8692061,-86.14573960000001,5213
46254,39.8381121,-86.24415350000001,5421
46227,39.7056029,-86.15622429999999,5750
46234,39.7829048,-86.32204399999999,37184
46201,39.7728884,-86.11331179999999,5971
46256,39.9007328,-86.04069799999999,5985
46227,39.7018338,-86.16178699999999,6049
46227,39.7110521,-86.11903749999999,6051
46222,39.79547489999999,-86.2159181,6146
46208,39.8148923,-86.1587622,6319
46203-5932,39.690087,-86.08140499999999,6246
46208,39.8153689,-86.1586032,6323
46250,39.9129723,-86.0682296,40546
46219,39.78263,-86.049217,5457
46229,39.800367,-86.003005,5590
46235,39.8241585,-86.0094976,7197
46203,39.748691,-86.083471,6382
46222,39.7807331,-86.1994315,6435
46235,39.8237305,-86.008119,6220
46203,39.7438266,-86.13540429999999,6335
46218,39.7919839,-86.0779383,5942
46202,39.76861760000001,-86.14121,6050
46208,39.788124,-86.1569734,6186
46225,39.7485721,-86.15772079999999,6332
46201,39.77932000000001,-86.10206699999999,6196
46203,39.7577981,-86.11497969999999,6247
46241,39.7410203,-86.2461948,5987
46235,39.8251108,-86.03632610000001,27022
46234,39.7802191,-86.29157000000001,6092
46217,39.6410567,-86.1802818,6134
46205,39.844712,-86.1133488,6160
46201,39.7813637,-86.1137383,6362
46220,39.807426,-86.1521089,6465
46203,39.75414720000001,-86.1227069,6564
46227,39.68528,-86.156161,6567
46217,39.65434,-86.1764673,5274
46203,39.7450172,-86.135679,4776
46202,39.7912829,-86.1426189,4777
46229,39.7883153,-86.1003546,4898
46220,39.86679,-86.0521239,8750
46222,39.7820584,-86.20950479999999,5003
46202,39.7853869,-86.1568144,5006
46222,39.7806906,-86.20513009999999,31289
46205,39.8326649,-86.1448448,4954
46219,39.7770057,-86.0214697,5025
46217,39.6354955,-86.1937482,6179
46203,39.7319934,-86.13132399999999,6233
46254,39.8238753,-86.2581632,6238
46219,39.7953753,-86.04730409999999,5360
46203,39.7287274,-86.1323109,32025
46203,39.75825409999999,-86.11531269999999,15995
46219,39.77122,-86.0683853,35202
46220,39.86982709999999,-86.14476289999999,32223
46256,39.9242593,-85.98275040000001,32179
46221,39.7181902,-86.2241671,32469
46219,39.7855389,-86.07770939999999,32487
46202,39.7779943,-86.18398189999999,32509
46218,39.8036847,-86.1211457,32559
44623,39.6859381,-86.0251014,32582
46206,39.7618099,-86.16051399999999,32595
46142:46227,39.638933,-86.1222968,32635
46225,39.7640344,-86.1587622,32669
46225,39.762954,-86.15771099999999,32667
46235,39.820533,-85.986789,32700
46220,39.8712718,-86.1439005,32737
46219,39.76027879999999,-86.10164669999999,32294
46241,39.6968555,-86.2699185,38240
46235,39.81188119999999,-85.9671226,32503
46235,39.825276,-85.9676719,32550
46225,39.7631191,-86.1577606,15869
46218,39.8061654,-86.1070424,12808
46220,39.8619253,-86.1125529,12863
46201,39.769849,-86.0937225,15925
46220,39.86982709999999,-86.14476289999999,16047
46235,39.8257261,-86.0996718,14858
46206,39.7654017,-86.1605008,32224
46222,39.7971459,-86.2171401,35084
46254,39.8369664,-86.27453899999999,32440
46203,39.7538911,-86.13207059999999,12589
46237,39.7103341,-86.1053712,12611
46218,39.8035745,-86.11303029999999,12733
46221,39.7441362,-86.1932825,13019
46227,39.6870857,-86.1296563,20524
46205,39.787685,-86.155329,32799
46201,39.7687791,-86.1206883,32935
46201,39.7867662,-86.1057841,32984
46201,39.78222969999999,-86.12878219999999,36205
46254,39.8393846,-86.2607656,25378
46208,39.8247608,-86.18093739999999,14841
46219,39.8042224,-86.0141459,14868
46227,39.7303096,-86.13965189999999,14873
46254,39.82455969999999,-86.24410449999999,14780
46203,39.7290717,-86.1273224,32702
46256,39.8906983,-86.0460903,32735
46203,39.7224087,-86.15251769999999,32761
46234,39.7793651,-86.1872819,13011
46227,39.7191284,-86.1542405,32910
46217,39.6990865,-86.1850544,32912
46204,39.7663047,-86.15932389999999,32937
46227,39.67327299999999,-86.12935929999999,13057
46203,39.7526395,-86.13214169999999,13101
46254,39.8490506,-86.2445185,30378
46224,39.7676652,-86.24911879999999,32658
46208,39.8036908,-86.1826006,15109
46236,39.8982255,-85.9814799,15118
46201,39.7824764,-86.09164670000001,15409
46227,39.637517,-86.1223153,37471
46219,39.78216099999999,-86.115476,12630
46225,39.7367545,-86.1953626,19512
46222,39.7661193,-86.2177449,12973
46224,39.778154,-86.238951,13031
46227,39.7070592,-86.1520106,13022
46220:46240,39.8715723,-86.1437061,32819
46202,39.7974137,-86.1503078,32966
46201,39.7703479,-86.1062121,33082
46241,39.7624694,-86.2672542,33083
46225,39.7650904,-86.15978969999999,33197
46240,39.9112294,-86.1090794,33198
46201,39.7699226,-86.09185339999999,37141
46241,39.759901,-86.2557571,38407
46254,39.8393846,-86.2607656,14785
46235,39.825298600000004,-86.11347839999999,41724
46227,39.7074269,-86.11578370000001,34143
46260,39.9086716,-86.1925459,14944
46234,39.8099904,-86.3195516,15034
46268,39.854575,-86.2395578,15858
46226,39.8181332,-86.1134012,16076
46221,39.6964275,-86.25047579999999,15042
Postcode Not Found,NA,NA,41024
46227,39.7522098,-86.12097659999999,32931
46218,39.8237753,-86.11973359999999,41987
46225,39.7640625,-86.157788299999993,32636
46201,39.77516749999999,-86.128108,28939
46202,39.7615706,-86.1413889,12970
46225,39.7369091,-86.14017609999999,33364
46224,39.8205685,-86.2633738,16445
46217,39.6907331,-86.1644659,16044
46218,39.8127643,-86.11967109999999,16081
46222,39.7656409,-86.202906,16089
46113,39.709033,-86.25168,6360
46250,39.9031846,-86.0492604,29377
46254,39.85917999999999,-86.244315,6384
46254,39.8351927,-86.2649208,27248
46237,39.6632121,-86.0926566,4624
46218,39.7930816,-86.08952250000002,4775
46268,39.9064472,-86.2147231,4873
46240,39.9113982,-86.1377732,4952
46219,39.786947,-86.06765589999999,5121
46203,39.72511960000001,-86.1269068,34207
46203,39.7526219,-86.1072734,6649
46227,39.7226616,-86.1207072,33074
46222,39.7725332,-86.2065702,4971
46229,39.7764509,-85.98966999999999,5124
46227,39.6957505,-86.1312062,5223
46222,39.7676895,-86.2159865,5224
46256,39.896812,-86.0432395,6214
46222,39.7737948,-86.2131696,8067
46225,39.7315133,-86.1532964,6632
46203,39.7489391,-86.1163722,6809
46229,39.7962013,-86.11432479999999,6862
46222,39.7841597,-86.21469739999999,6648
46260,39.8856256,-86.1672876,6808
46226,39.812652,-86.0841229,6253
46222,39.806469,-86.2074118,6341
46229,39.78917610000001,-86.0836996,17555
46235,39.83174899999999,-85.98518299999999,11887
46235,39.83174899999999,-85.98518299999999,11842
46205,39.827279,-86.149446,6421
46226,39.8463083,-86.0539561,7275
46203,39.72232289999999,-86.1379492,7310
46202,39.7940452,-86.1459273,12113
46204,39.7690563,-86.1649096,5122
46218,39.81055720000001,-86.1106629,5165
46241,39.7559427,-86.2551619,26622
46205,39.819114,-86.14732599999999,6031
46225,39.763425,-86.157719,7181
46226,39.8244922,-86.09257699999999,28734
46204,39.76855150000001,-86.1677844,7578
46201,39.7770304,-86.1128356,5059
46222,39.7672941,-86.19528849999999,5070
46208,39.82217989999999,-86.15729139999999,5150
46241,39.7497372,-86.273488,8104
46229,39.8049748,-86.0091077,38208
46231,39.7628158,-86.2916891,6996
46201,39.772008,-86.10509189999999,7062
46225,39.7632316,-86.1596728,7089
46222,39.7744953,-86.1965584,18173
46219,39.76027879999999,-86.10164669999999,7142
46208,39.816619,-86.1792,7174
46227,39.6954934,-86.1457363,7176
46203,39.7572055,-86.1265416,7185
46201,39.7614399,-86.110305,21141
46204,39.7699994,-86.1616229,7114
46202,39.7697473,-86.1403388,7145
46241,39.76011949999999,-86.2488137,6634
46218,39.7901385,-86.1016109,7256
46226,39.8464568,-86.06013709999999,6778
46227,39.7221269,-86.1395326,10164
46229,39.7880579,-86.0776841,6948
46226,39.824632,-86.0521476,6976
46250,39.9092285,-86.06538619999999,7144
46231,39.7365941,-86.3203837,9281
46237,39.7006826,-86.0989599,7224
46218,39.81376040000001,-86.0964176,27151
46225,39.7638998,-86.1595572,39122
46225,39.7640344,-86.1587622,7625
46205,39.811328,-86.14760199999999,7669
46202,39.7895987,-86.14044349999999,7544
46204,39.76948520000001,-86.1492016,6350
46205,39.8117639,-86.13886389999999,7679
46219,39.7663409,-86.0256605,7798
46220,39.8768599,-86.12132989999999,7800
46221,39.7169928,-86.2260031,20758
46221,39.7169928,-86.2260031,7621
46225,39.7640344,-86.1587622,6963
